id_consumo,id_reserva,id_huesped_reserva,id_servicio,nombre_servicio,precio_aplicado,cantidad,anulado,fecha_anulacion,fecha_consumo,pagado
73,13,24,25,Cafetería,400,2,0,,2026-03-15 21:04:14,1
74,13,24,11,Masajes,123,1,0,,2026-03-27 16:50:37,0
75,13,24,25,Cafetería,400,5,0,,2026-03-31 14:40:50,1
76,13,24,3,Desayuno,200,5,0,,2026-03-22 19:57:30,0
77,13,24,25,Cafetería,400,4,0,,2026-03-29 15:14:42,1
78,13,24,3,Desayuno,200,5,0,,2026-03-29 13:57:43,1
79,13,24,18,Limpieza Extra,405,5,0,,2026-03-26 17:24:43,0
80,13,24,11,Masajes,123,3,0,,2026-03-21 00:35:33,0
81,14,28,9,Gimnasio,52,4,0,,2025-03-06 12:02:31,1
82,14,28,23,Conferencias,429,3,0,,2025-03-02 14:59:21,1
83,14,28,12,Bar,425,4,0,,2025-03-08 09:42:08,0
84,14,28,10,Tour,38,3,0,,2025-03-08 02:54:20,0
85,14,28,14,Parqueadero,181,3,1,2026-04-16 03:52:26,2025-03-07 09:11:52,1
86,14,28,3,Desayuno,200,4,0,,2025-03-04 22:03:10,1
87,15,29,18,Limpieza Extra,405,1,0,,2025-02-16 04:41:28,0
88,15,29,30,Seguridad,430,2,0,,2025-02-16 04:37:19,1
89,15,29,7,Transporte,343,3,0,,2025-02-11 02:58:28,0
90,15,29,28,Checkin VIP,274,2,0,,2025-02-10 02:00:31,0
91,16,30,8,Piscina,435,3,0,,2025-08-28 23:02:11,0
92,16,30,11,Masajes,123,1,0,,2025-08-26 15:30:25,0
93,16,30,3,Desayuno,200,5,0,,2025-09-01 21:52:17,0
94,16,30,22,Jacuzzi,159,2,0,,2025-09-07 02:44:59,0
95,16,30,8,Piscina,435,1,1,2026-04-17 21:00:22,2025-08-28 23:12:42,1
96,18,32,10,Tour,38,3,0,,2026-04-19 01:58:48,1
97,18,32,29,Fotografía,208,2,0,,2026-04-22 15:53:23,1
98,18,32,13,Internet Premium,473,3,0,,2026-04-23 14:08:40,0
99,18,32,4,Cena,436,3,0,,2026-04-22 23:05:07,1
100,18,32,21,Excursiones,463,3,0,,2026-04-21 05:41:37,0
101,18,32,13,Internet Premium,473,3,0,,2026-04-17 04:13:09,0
102,20,34,22,Jacuzzi,159,2,0,,2025-05-10 23:19:10,0
103,20,34,18,Limpieza Extra,405,1,0,,2025-05-03 01:55:33,0
104,20,34,22,Jacuzzi,159,4,0,,2025-05-02 07:33:52,1
105,21,35,19,Pet Care,166,3,0,,2024-11-27 20:59:11,0
106,21,35,13,Internet Premium,473,1,0,,2024-12-11 21:27:11,0
107,21,35,4,Cena,436,4,0,,2024-11-29 04:45:54,1
108,21,35,26,Niñera,478,1,0,,2024-12-06 20:42:10,1
109,21,35,15,Guardería,283,3,0,,2024-11-26 17:19:26,0
110,22,36,26,Niñera,478,5,0,,2026-05-02 04:46:27,0
111,22,36,4,Cena,436,2,0,,2026-05-03 07:27:02,0
112,22,36,2,Lavandería,88,5,0,,2026-04-24 06:42:21,1
113,22,36,3,Desayuno,200,1,0,,2026-04-28 09:37:54,0
114,22,36,25,Cafetería,400,1,0,,2026-05-05 10:55:10,0
115,22,36,10,Tour,38,5,0,,2026-05-01 06:07:22,0
116,22,36,10,Tour,38,3,0,,2026-04-29 13:33:14,1
117,23,37,2,Lavandería,88,4,0,,2024-08-01 04:04:04,1
118,23,37,16,Salón VIP,437,2,0,,2024-08-01 16:58:28,1
119,23,37,9,Gimnasio,52,5,0,,2024-08-01 12:42:44,1
120,23,37,15,Guardería,283,3,0,,2024-07-31 16:46:43,1
121,23,37,15,Guardería,283,3,0,,2024-07-30 20:00:06,0
122,23,37,2,Lavandería,88,5,0,,2024-07-26 07:31:54,1
123,23,37,30,Seguridad,430,3,0,,2024-07-27 15:23:28,0
124,23,37,11,Masajes,123,1,1,2026-03-08 02:15:13,2024-07-27 18:04:46,1
125,23,37,14,Parqueadero,181,1,0,,2024-08-01 11:04:57,0
126,24,39,4,Cena,436,4,0,,2025-05-09 00:35:12,0
127,24,39,17,Eventos,149,3,0,,2025-05-14 22:24:09,1
128,24,39,6,Minibar,376,5,0,,2025-05-13 05:25:01,0
129,24,39,11,Masajes,123,1,0,,2025-05-20 03:34:10,1
130,24,39,16,Salón VIP,437,4,0,,2025-05-09 00:22:26,1
131,24,39,5,Room Service,445,5,0,,2025-05-15 15:59:17,0
132,24,39,11,Masajes,123,2,0,,2025-05-14 04:45:14,0
133,24,39,20,Late Checkout,461,3,0,,2025-05-11 01:40:49,0
134,25,40,29,Fotografía,208,2,0,,2025-01-27 18:14:17,0
135,25,40,10,Tour,38,4,0,,2025-01-31 07:26:43,0
136,25,40,19,Pet Care,166,2,0,,2025-01-21 12:33:17,1
137,25,40,22,Jacuzzi,159,4,0,,2025-01-22 20:25:17,0
138,26,41,2,Lavandería,88,5,0,,2026-03-02 23:44:21,1
139,26,41,22,Jacuzzi,159,2,0,,2026-03-01 19:26:56,0
140,26,41,26,Niñera,478,5,0,,2026-03-03 02:10:11,1
141,26,41,12,Bar,425,3,0,,2026-03-04 04:33:00,0
142,26,41,6,Minibar,376,4,0,,2026-03-02 02:13:36,0
143,26,41,7,Transporte,343,3,1,2026-03-16 21:24:08,2026-03-02 03:17:26,1
144,26,41,29,Fotografía,208,5,0,,2026-03-03 02:08:13,1
145,26,41,7,Transporte,343,4,0,,2026-03-03 13:49:38,1
146,26,41,27,Alquiler Auto,193,2,0,,2026-03-04 04:59:18,1
147,26,41,4,Cena,436,2,0,,2026-03-03 14:39:19,1
148,26,41,18,Limpieza Extra,405,2,0,,2026-03-05 01:15:11,0
149,26,41,15,Guardería,283,5,0,,2026-03-02 01:35:36,1
150,27,43,15,Guardería,283,2,0,,2024-12-28 09:32:40,0
151,27,43,3,Desayuno,200,4,0,,2024-12-28 05:18:05,0
152,27,43,9,Gimnasio,52,5,0,,2024-12-19 10:47:43,0
153,27,43,21,Excursiones,463,1,0,,2024-12-26 13:57:23,0
154,27,43,11,Masajes,123,1,0,,2024-12-25 16:28:11,0
155,30,47,3,Desayuno,200,5,0,,2025-10-17 16:49:14,1
156,30,47,6,Minibar,376,4,0,,2025-10-23 10:52:46,1
157,30,47,7,Transporte,343,3,0,,2025-10-14 15:59:53,1
158,30,47,26,Niñera,478,4,0,,2025-10-10 18:42:19,1
159,31,48,9,Gimnasio,52,2,0,,2026-05-02 04:45:37,1
160,31,48,8,Piscina,435,3,0,,2026-05-02 07:05:21,1
161,31,48,21,Excursiones,463,2,0,,2026-05-07 23:38:18,0
162,31,48,20,Late Checkout,461,4,0,,2026-05-07 22:39:45,1
163,31,48,12,Bar,425,3,0,,2026-05-07 19:44:28,1
164,31,48,13,Internet Premium,473,4,0,,2026-05-07 13:13:40,1
165,31,48,19,Pet Care,166,2,0,,2026-05-04 07:15:06,1
166,31,48,24,Buffet,243,2,0,,2026-05-05 04:44:36,0
167,31,48,1,Spa,73,5,0,,2026-05-03 13:38:12,0
168,31,48,2,Lavandería,88,1,0,,2026-05-02 19:07:21,1
169,31,48,1,Spa,73,2,0,,2026-05-04 11:54:52,0
170,31,48,6,Minibar,376,1,0,,2026-05-02 09:34:34,0
171,32,52,11,Masajes,123,5,0,,2026-02-15 06:51:27,1
172,32,52,23,Conferencias,429,1,0,,2026-02-17 22:15:24,1
173,32,52,16,Salón VIP,437,1,0,,2026-02-22 17:30:49,1
174,32,52,5,Room Service,445,5,1,2026-01-16 19:38:35,2026-02-20 13:56:55,0
175,32,52,9,Gimnasio,52,5,0,,2026-02-16 12:05:50,1
176,32,52,9,Gimnasio,52,2,0,,2026-02-12 00:05:25,0
177,32,52,14,Parqueadero,181,5,0,,2026-02-09 09:38:12,0
178,32,52,17,Eventos,149,5,0,,2026-02-12 18:33:02,1
179,32,52,16,Salón VIP,437,3,0,,2026-02-17 06:33:50,0
180,32,52,15,Guardería,283,3,1,2026-03-12 06:24:46,2026-02-20 11:32:43,1
181,34,54,3,Desayuno,200,4,0,,2026-05-28 06:51:43,0
182,34,54,2,Lavandería,88,2,0,,2026-05-27 23:25:37,1
183,34,54,17,Eventos,149,3,0,,2026-05-27 22:43:13,0
184,34,54,20,Late Checkout,461,5,0,,2026-05-28 23:27:40,0
185,34,54,25,Cafetería,400,2,0,,2026-05-28 09:22:08,1
186,34,54,3,Desayuno,200,3,0,,2026-05-28 23:33:06,0
187,34,54,28,Checkin VIP,274,3,0,,2026-05-28 17:13:42,0
188,34,54,9,Gimnasio,52,2,1,2026-02-13 00:06:54,2026-05-28 19:49:11,1
189,34,54,14,Parqueadero,181,1,1,2026-01-19 04:27:30,2026-05-27 09:45:17,0
190,35,56,30,Seguridad,430,4,0,,2026-07-09 00:00:16,1
191,35,56,25,Cafetería,400,4,0,,2026-07-09 18:05:36,0
192,35,56,17,Eventos,149,1,0,,2026-07-08 15:52:22,1
193,35,56,13,Internet Premium,473,1,0,,2026-07-08 05:02:42,0
194,35,56,25,Cafetería,400,1,0,,2026-07-07 03:35:14,1
195,35,56,16,Salón VIP,437,3,0,,2026-07-07 12:29:37,1
196,35,56,27,Alquiler Auto,193,4,0,,2026-07-08 11:09:52,1
197,35,56,4,Cena,436,5,1,2026-03-19 02:31:33,2026-07-07 11:18:36,1
198,35,56,13,Internet Premium,473,2,0,,2026-07-08 16:22:27,1
199,35,56,1,Spa,73,1,0,,2026-07-08 08:23:50,1
200,36,57,3,Desayuno,200,2,0,,2025-04-30 12:22:29,1
201,36,57,16,Salón VIP,437,3,0,,2025-04-29 02:43:11,0
202,36,57,27,Alquiler Auto,193,3,0,,2025-04-29 22:38:30,1
203,36,57,26,Niñera,478,1,0,,2025-04-29 15:02:48,0
204,36,57,11,Masajes,123,4,0,,2025-05-01 18:38:31,1
205,36,57,8,Piscina,435,1,0,,2025-04-30 20:26:19,1
206,36,57,6,Minibar,376,5,0,,2025-05-01 16:17:09,1
207,37,58,1,Spa,73,5,0,,2025-06-14 14:38:59,0
208,37,58,23,Conferencias,429,5,0,,2025-06-14 11:24:48,1
209,37,58,4,Cena,436,2,0,,2025-06-14 01:41:47,1
210,37,58,12,Bar,425,3,0,,2025-06-14 05:41:06,0
211,37,58,29,Fotografía,208,2,0,,2025-06-14 07:00:01,1
212,37,58,24,Buffet,243,3,0,,2025-06-14 18:08:10,0
213,37,58,25,Cafetería,400,3,0,,2025-06-14 09:46:22,0
214,37,58,8,Piscina,435,4,0,,2025-06-14 12:59:00,0
215,37,58,22,Jacuzzi,159,4,0,,2025-06-14 00:33:12,1
216,37,58,23,Conferencias,429,1,1,2026-01-29 20:03:31,2025-06-14 00:28:04,1
217,37,58,20,Late Checkout,461,5,0,,2025-06-14 14:41:38,1
218,37,58,6,Minibar,376,4,0,,2025-06-14 07:41:08,0
219,38,60,13,Internet Premium,473,3,0,,2024-10-04 03:04:45,1
220,38,60,22,Jacuzzi,159,3,0,,2024-10-02 05:45:27,1
221,38,60,17,Eventos,149,5,0,,2024-10-05 20:33:43,1
222,38,60,2,Lavandería,88,4,0,,2024-10-07 13:43:54,1
223,38,60,8,Piscina,435,3,0,,2024-10-01 04:24:30,0
224,38,60,8,Piscina,435,5,1,2026-02-20 10:29:52,2024-10-08 03:18:43,0
225,38,60,19,Pet Care,166,5,0,,2024-10-06 20:00:44,1
226,38,60,7,Transporte,343,2,0,,2024-10-04 15:06:23,1
227,39,61,6,Minibar,376,3,0,,2026-04-11 03:28:02,0
228,39,61,23,Conferencias,429,4,0,,2026-04-10 16:17:59,0
229,39,61,22,Jacuzzi,159,4,1,2026-01-21 09:01:57,2026-04-16 19:10:16,1
230,39,61,21,Excursiones,463,5,0,,2026-04-07 09:47:57,1
231,39,61,20,Late Checkout,461,5,0,,2026-04-08 14:40:47,1
232,39,61,13,Internet Premium,473,5,0,,2026-04-08 18:31:08,0
233,39,61,6,Minibar,376,1,0,,2026-04-17 03:44:01,1
234,39,61,19,Pet Care,166,2,0,,2026-04-06 03:25:29,0
235,39,61,14,Parqueadero,181,5,1,2026-03-15 14:33:26,2026-04-09 06:46:14,1
236,39,61,12,Bar,425,3,1,2026-05-03 15:39:01,2026-04-18 20:59:41,1
237,39,61,21,Excursiones,463,1,0,,2026-04-14 01:28:03,1
238,40,62,12,Bar,425,4,0,,2025-11-16 22:40:18,0
239,40,62,11,Masajes,123,3,1,2026-02-21 08:36:22,2025-11-19 02:39:32,1
240,40,62,14,Parqueadero,181,1,0,,2025-11-15 16:15:01,0
241,40,62,25,Cafetería,400,1,0,,2025-11-12 21:33:21,0
242,40,62,18,Limpieza Extra,405,3,0,,2025-11-16 12:29:34,1
243,40,62,13,Internet Premium,473,2,0,,2025-11-14 06:47:20,1
244,41,67,27,Alquiler Auto,193,3,0,,2025-06-25 20:33:28,0
245,41,67,17,Eventos,149,1,0,,2025-06-26 20:43:21,0
246,42,69,22,Jacuzzi,159,5,0,,2025-03-06 22:11:45,1
247,42,69,9,Gimnasio,52,2,0,,2025-03-02 05:17:44,0
248,42,69,26,Niñera,478,2,0,,2025-03-01 07:27:20,1
249,42,69,24,Buffet,243,4,0,,2025-03-01 09:15:27,0
250,42,69,26,Niñera,478,4,0,,2025-03-07 01:53:17,1
251,42,69,27,Alquiler Auto,193,1,0,,2025-03-02 08:43:21,0
252,43,70,27,Alquiler Auto,193,1,0,,2026-06-12 09:52:24,1
253,43,70,21,Excursiones,463,5,1,2026-03-26 12:49:36,2026-06-13 04:03:45,1
254,43,70,24,Buffet,243,5,0,,2026-06-12 00:44:52,1
255,43,70,29,Fotografía,208,5,0,,2026-06-12 20:28:37,1
256,43,70,26,Niñera,478,4,0,,2026-06-13 16:28:37,1
257,43,70,26,Niñera,478,5,0,,2026-06-14 22:44:54,0
258,43,70,29,Fotografía,208,3,0,,2026-06-13 17:47:12,1
259,43,70,1,Spa,73,1,0,,2026-06-14 07:32:37,0
260,44,75,23,Conferencias,429,4,0,,2025-12-01 19:25:50,1
261,44,75,8,Piscina,435,5,0,,2025-12-09 06:34:28,0
262,44,75,10,Tour,38,5,0,,2025-12-06 20:56:32,1
263,44,75,14,Parqueadero,181,2,0,,2025-12-11 07:53:30,1
264,44,75,18,Limpieza Extra,405,5,0,,2025-12-05 15:58:04,1
265,44,75,12,Bar,425,1,0,,2025-12-11 06:14:12,0
266,44,75,7,Transporte,343,4,1,2026-01-05 10:18:41,2025-12-11 15:59:51,1
267,44,75,10,Tour,38,4,0,,2025-12-10 12:32:43,1
268,44,75,4,Cena,436,4,0,,2025-12-04 06:50:44,0
269,44,75,30,Seguridad,430,5,0,,2025-12-02 11:16:49,0
270,45,76,8,Piscina,435,4,0,,2025-06-05 02:37:32,1
271,45,76,19,Pet Care,166,5,0,,2025-06-06 04:34:04,0
272,45,76,20,Late Checkout,461,3,0,,2025-06-06 01:42:43,1
273,46,77,23,Conferencias,429,2,0,,2025-07-10 04:54:19,0
274,46,77,18,Limpieza Extra,405,4,0,,2025-07-09 10:01:29,0
275,47,81,19,Pet Care,166,5,0,,2026-01-22 02:35:29,1
276,47,81,17,Eventos,149,2,0,,2026-01-22 03:41:45,0
277,47,81,27,Alquiler Auto,193,2,0,,2026-01-21 10:18:27,1
278,47,81,3,Desayuno,200,5,0,,2026-01-19 07:17:58,0
279,48,82,19,Pet Care,166,1,0,,2026-02-11 13:33:24,1
280,48,82,20,Late Checkout,461,1,1,2026-02-16 19:05:55,2026-02-05 07:36:08,0
281,48,82,18,Limpieza Extra,405,2,0,,2026-02-11 16:33:52,1
282,48,82,30,Seguridad,430,2,0,,2026-02-10 10:36:16,1
283,48,82,24,Buffet,243,4,0,,2026-02-07 17:24:31,1
284,48,82,28,Checkin VIP,274,4,0,,2026-02-06 05:36:31,0
285,48,82,13,Internet Premium,473,1,0,,2026-02-11 22:04:01,1
286,48,82,11,Masajes,123,3,0,,2026-02-05 07:06:00,1
287,48,82,24,Buffet,243,3,0,,2026-02-06 18:29:49,0
288,50,85,20,Late Checkout,461,5,0,,2025-06-07 02:41:46,1
289,50,85,17,Eventos,149,3,0,,2025-06-09 16:47:05,0
290,50,85,23,Conferencias,429,1,0,,2025-06-13 07:36:21,1
291,50,85,19,Pet Care,166,1,0,,2025-06-20 19:56:28,0
292,50,85,20,Late Checkout,461,4,0,,2025-06-16 19:33:28,1
293,50,85,21,Excursiones,463,2,1,2026-04-26 09:07:46,2025-06-08 06:38:12,0
294,51,86,20,Late Checkout,461,3,0,,2024-11-13 09:14:03,1
295,51,86,24,Buffet,243,2,0,,2024-11-12 09:31:48,1
296,52,87,3,Desayuno,200,2,0,,2026-04-30 00:24:46,0
297,53,88,30,Seguridad,430,4,0,,2024-06-09 10:08:35,1
298,53,88,15,Guardería,283,1,0,,2024-06-06 18:58:21,0
299,54,92,2,Lavandería,88,4,0,,2025-01-01 20:17:31,0
300,54,92,22,Jacuzzi,159,2,0,,2025-01-01 20:58:25,0
301,54,92,20,Late Checkout,461,5,0,,2025-01-01 08:26:03,1
302,55,93,30,Seguridad,430,5,0,,2025-04-09 12:17:54,0
303,55,93,21,Excursiones,463,1,0,,2025-04-13 09:47:47,0
304,55,93,17,Eventos,149,1,0,,2025-04-11 02:30:25,1
305,55,93,30,Seguridad,430,3,1,2026-01-11 13:06:56,2025-04-08 18:58:37,1
306,55,93,3,Desayuno,200,2,0,,2025-04-10 11:15:04,0
307,55,93,7,Transporte,343,2,0,,2025-04-13 19:39:42,1
308,55,93,18,Limpieza Extra,405,1,0,,2025-04-07 00:48:23,1
309,56,94,28,Checkin VIP,274,4,0,,2024-09-11 21:18:43,0
310,56,94,16,Salón VIP,437,2,0,,2024-09-06 20:03:57,0
311,56,94,6,Minibar,376,2,0,,2024-09-05 14:38:12,0
312,56,94,26,Niñera,478,5,0,,2024-09-05 12:24:29,0
313,56,94,23,Conferencias,429,3,1,2026-03-19 19:44:55,2024-09-14 02:57:01,0
314,56,94,17,Eventos,149,4,0,,2024-09-06 00:58:17,1
315,56,94,10,Tour,38,3,0,,2024-09-02 08:22:12,0
316,56,94,2,Lavandería,88,4,1,2026-01-24 23:01:49,2024-09-09 20:40:59,0
317,56,94,19,Pet Care,166,1,0,,2024-09-10 09:55:56,0
318,56,94,10,Tour,38,3,0,,2024-09-03 22:12:33,0
319,56,94,15,Guardería,283,4,0,,2024-09-03 10:43:49,1
320,56,94,16,Salón VIP,437,4,0,,2024-09-03 22:55:46,0
321,57,95,7,Transporte,343,1,0,,2025-07-14 16:56:29,0
322,57,95,29,Fotografía,208,2,0,,2025-07-20 14:52:58,1
323,57,95,12,Bar,425,5,0,,2025-07-13 15:38:00,0
324,57,95,27,Alquiler Auto,193,3,0,,2025-07-13 00:47:47,0
325,57,95,15,Guardería,283,1,0,,2025-07-10 22:56:33,1
326,58,96,4,Cena,436,2,0,,2025-08-31 16:04:48,0
327,58,96,26,Niñera,478,1,0,,2025-08-30 07:18:36,1
328,58,96,26,Niñera,478,5,0,,2025-09-09 08:22:52,1
329,58,96,25,Cafetería,400,2,0,,2025-09-01 18:03:03,1
330,58,96,13,Internet Premium,473,1,0,,2025-08-31 19:53:35,0
331,59,97,27,Alquiler Auto,193,5,0,,2026-04-21 11:16:00,1
332,59,97,14,Parqueadero,181,4,0,,2026-04-23 20:29:45,0
333,59,97,14,Parqueadero,181,4,0,,2026-04-29 16:17:38,0
334,59,97,27,Alquiler Auto,193,3,0,,2026-04-18 17:36:28,0
335,59,97,6,Minibar,376,5,0,,2026-04-21 11:10:22,0
336,60,98,26,Niñera,478,1,0,,2026-07-28 20:25:26,1
337,60,98,20,Late Checkout,461,2,0,,2026-07-15 09:02:00,0
338,60,98,21,Excursiones,463,5,0,,2026-07-31 01:14:18,1
339,60,98,12,Bar,425,2,0,,2026-07-17 02:11:01,1
340,61,99,25,Cafetería,400,1,0,,2025-07-01 20:00:52,0
341,61,99,26,Niñera,478,4,0,,2025-07-04 02:36:16,1
342,61,99,7,Transporte,343,3,0,,2025-06-28 10:06:42,1
343,61,99,26,Niñera,478,3,0,,2025-07-06 22:02:57,1
344,61,99,8,Piscina,435,1,0,,2025-06-28 12:15:04,1
345,61,99,26,Niñera,478,5,0,,2025-07-01 17:06:06,0
346,61,99,20,Late Checkout,461,4,0,,2025-07-01 08:23:08,1
347,61,99,20,Late Checkout,461,2,0,,2025-07-06 00:18:38,0
348,61,99,14,Parqueadero,181,2,0,,2025-06-29 12:33:03,1
349,62,101,28,Checkin VIP,274,1,0,,2024-06-12 19:24:10,1
350,62,101,25,Cafetería,400,3,0,,2024-06-13 18:00:06,0
351,62,101,12,Bar,425,4,0,,2024-06-14 19:04:50,0
352,62,101,22,Jacuzzi,159,2,0,,2024-06-12 07:30:16,0
353,62,101,15,Guardería,283,1,1,2026-04-06 15:44:09,2024-06-12 12:37:20,1
354,62,101,19,Pet Care,166,3,0,,2024-06-14 12:27:47,0
355,63,102,29,Fotografía,208,5,0,,2026-03-05 21:03:52,1
356,63,102,12,Bar,425,2,0,,2026-03-08 14:56:38,1
357,64,103,2,Lavandería,88,4,0,,2026-03-13 15:27:17,0
358,64,103,19,Pet Care,166,2,0,,2026-03-17 20:42:22,0
359,64,103,15,Guardería,283,2,0,,2026-03-16 13:17:14,1
360,64,103,3,Desayuno,200,4,0,,2026-03-06 00:09:26,0
361,64,103,20,Late Checkout,461,5,0,,2026-03-14 09:08:10,0
362,64,103,27,Alquiler Auto,193,4,0,,2026-03-17 17:04:43,1
363,65,104,16,Salón VIP,437,2,0,,2024-07-27 17:46:45,1
364,66,106,9,Gimnasio,52,3,0,,2025-06-24 13:49:06,0
365,68,110,10,Tour,38,1,0,,2026-03-21 03:11:10,0
366,68,110,16,Salón VIP,437,2,0,,2026-03-22 21:47:11,1
367,69,111,30,Seguridad,430,1,0,,2026-04-08 03:08:02,1
368,71,114,3,Desayuno,200,4,0,,2026-06-17 00:20:32,0
369,71,114,14,Parqueadero,181,2,0,,2026-06-30 14:13:37,1
370,71,114,15,Guardería,283,2,0,,2026-06-22 21:30:23,0
371,71,114,4,Cena,436,3,0,,2026-06-20 16:01:35,1
372,71,114,20,Late Checkout,461,1,0,,2026-06-25 01:55:42,1
373,71,114,28,Checkin VIP,274,2,0,,2026-06-17 04:45:39,0
374,71,114,7,Transporte,343,5,0,,2026-06-25 10:57:55,1
